전/월세,보증금,월세,공급면적,전용면적,층,남향
1,25000,0,34,26,17,0
0,5000,100,34,26,17,0
1,25000,0,34,26,17,0
0,15000,10,22,12,11,0
0,16000,15,25,14,11,0
1,27500,0,51,34,7,0
0,1000,55,40,26,10,0
1,15750,0,31,17,7,0
0,3000,110,34,24,19,0
1,15750,0,35,17,10,0
1,21840,0,40,25,14,0
1,26000,0,45,37,9,0
1,28500,0,31,25,10,0
0,3000,110,34,24,19,0
1,6500,0,19,19,7,0
1,23000,0,43,23,14,0
1,28000,0,36,26,19,0
1,26200,0,40,28,10,0
0,12000,30,37,29,9,0
1,22000,0,46,18,28,0
1,34000,0,44,29,9,0
1,25000,0,34,26,17,0
1,33900,0,44,29,13,0
1,22000,0,46,18,28,1
1,28000,0,63,42,8,0
1,21000,0,46,18,28,1
0,10000,45,25,14,11,1
1,42500,0,45,29,10,1
0,10000,35,22,12,11,0
0,10000,35,22,12,11,0
1,26000,0,34,24,19,0
1,17000,0,24,24,8,0
1,21500,0,26,17,9,0
0,20000,35,34,26,17,0
0,1000,80,21,17,12,0
1,27000,0,33,23,19,0
1,39000,0,52,36,9,1
1,28500,0,34,24,19,0
1,28500,0,34,24,19,0
0,10000,30,22,12,11,0
1,17000,0,24,20,8,0
0,5000,100,34,26,17,0
1,14000,0,24,20,8,0
1,29000,0,62,38,5,0
1,21000,0,43,23,14,1
1,13000,0,26,16,9,0
1,16000,0,22,12,11,1
1,27000,0,35,21,11,0
0,5000,110,34,24,19,0
0,1500,98,58,24,17,0
0,10000,30,37,37,4,0
0,1500,98,58,24,17,0
1,25000,0,33,23,19,0
0,1500,98,38,24,17,0
1,27000,0,33,23,19,1
0,7000,90,34,26,17,0
1,28000,0,51,34,7,0
1,21000,0,44,25,14,0
1,25000,0,34,26,17,0
0,15000,60,34,26,17,0
1,21000,0,48,19,28,0
1,22000,0,40,25,14,0
0,5000,110,34,26,17,0
1,21000,0,46,18,28,1
1,18000,0,22,12,11,1
1,25000,0,34,26,17,0
1,26000,0,51,34,7,1
1,27500,0,40,34,10,0
1,7000,0,19,18,9,0
0,5000,24,19,18,9,0
1,23000,0,43,23,14,0
1,27000,0,34,24,19,0
0,5000,100,34,26,17,0
1,33500,0,45,29,13,0
0,10000,45,44,25,14,0
1,21000,0,44,25,14,0
0,15000,60,34,26,17,1
0,5000,110,34,26,17,1
1,30000,0,59,36,8,0
0,10000,35,22,12,11,0
0,12000,25,12,12,11,0
1,26000,0,32,23,19,0
0,10000,70,33,23,19,0
1,25000,0,33,23,19,0
1,26000,0,33,24,19,1
0,3000,110,32,24,19,0
0,17000,40,33,24,19,0
0,12000,30,25,14,11,0
0,5000,100,34,26,17,0
0,12000,20,25,14,11,0
1,25000,0,34,26,17,0
0,12000,30,37,29,9,0
0,1000,35,26,20,8,0
0,5000,100,33,23,19,1
0,3000,95,34,24,17,0
1,24500,0,34,24,17,0
0,5000,100,34,26,17,0
1,30000,0,50,49,9,0
0,12000,30,38,29,8,0
1,27000,0,34,26,17,0
1,29000,0,34,26,19,0
1,28000,0,33,24,19,0
1,18000,0,25,14,11,0
1,25500,0,33,23,17,0
1,17000,0,29,23,8,0
0,13000,30,25,14,11,0
1,16000,0,22,12,11,1
1,14000,0,29,23,8,0
0,1000,50,19,16,9,0
1,21500,0,26,17,12,0
0,17000,10,25,14,11,1
0,5000,100,36,26,19,0
1,28000,0,33,23,19,0
1,14000,0,26,26,8,0
1,28000,0,36,26,19,0
1,27500,0,51,34,7,1
1,23000,0,43,23,14,0
1,18000,0,22,12,11,0
1,38000,0,52,36,5,0
1,27000,0,35,21,11,0
1,24000,0,28,17,12,0
1,21000,0,48,19,28,0
0,13000,15,25,14,11,0
1,19000,0,22,12,11,1
1,21000,0,48,19,28,0
0,13000,30,25,14,11,1
0,10000,45,25,14,11,1
0,7000,8,21,21,9,0
1,29000,0,34,26,17,1
0,22000,10,40,25,14,0
1,23000,0,43,23,14,0
1,21000,0,46,18,28,1
1,35900,0,22,22,13,0
0,12000,30,37,29,9,0
0,5000,100,34,26,17,0
1,25000,0,34,26,17,0
0,12000,30,37,29,9,0
1,21000,0,48,19,28,0
1,21500,0,25,17,12,0
0,12000,30,33,26,8,1
1,28300,0,45,37,9,0
1,30000,0,34,26,17,0
1,23500,0,28,17,12,0
1,23000,0,43,23,14,0
1,29500,0,39,25,13,0
0,20000,20,40,30,19,0
1,29000,0,39,25,13,1
1,25000,0,34,26,17,0
1,25000,0,34,26,17,0
1,21500,0,23,17,12,1
1,22000,0,39,25,14,0
1,35000,0,33,22,13,1
1,27000,0,34,26,17,0
1,26000,0,45,37,6,0
1,27000,0,35,21,11,0
0,1500,98,38,24,17,0
0,1500,98,38,24,17,0
0,11000,35,30,29,6,0
1,24000,0,34,26,17,1
1,25000,0,34,26,17,1
1,28000,0,36,22,8,0
1,28200,0,31,21,9,0
0,11000,40,25,14,11,1
1,28500,0,34,24,19,0
0,5000,100,34,26,17,0
0,15000,45,40,26,10,0
1,27000,0,34,26,17,0
0,3000,100,34,26,17,1
1,22000,0,40,25,14,0
0,17000,40,34,26,17,1
1,25000,0,34,26,17,0
0,5000,100,34,26,17,0
0,10000,30,22,12,11,0
1,26000,0,49,37,6,0
1,21000,0,36,18,28,1
0,10000,45,25,14,11,0
0,12000,30,38,29,8,0
1,26000,0,49,24,19,0
1,33900,0,44,29,9,0
1,29000,0,48,28,9,0
1,9000,0,28,17,8,0
1,28000,0,53,34,10,0
1,19000,0,25,14,11,0
0,5000,100,34,26,17,0
1,25000,0,34,26,17,0
1,19000,0,25,14,11,0
0,11000,35,38,29,8,0
0,5000,100,34,26,17,0
0,12000,30,38,29,8,0
1,27500,0,35,22,12,0
1,25560,0,33,24,19,0
1,29000,0,47,29,9,0
1,16000,0,22,12,11,1
1,22000,0,33,25,14,1
1,28300,0,45,36,9,0
1,27000,0,53,40,6,0
1,22000,0,26,18,28,0
1,23600,0,43,23,14,0
1,27000,0,49,26,19,0
1,26500,0,49,23,19,0
0,5000,24,6,6,4,0
1,19000,0,25,14,11,0
1,19000,0,25,14,11,0
1,24000,0,40,30,19,1
0,10000,45,25,14,11,0
1,27000,0,35,21,11,0
1,19000,0,25,14,11,0
0,11000,25,22,12,11,0
1,28000,0,44,28,13,0
1,25200,0,46,42,17,1
0,3000,100,33,24,19,0
1,24000,0,30,25,9,0
1,28500,0,45,21,12,0
1,21500,0,26,17,9,0
0,3000,100,33,24,19,0
0,12000,30,38,29,8,0
1,15750,0,31,17,10,0
1,21800,0,43,23,14,0
0,10000,35,22,12,11,0
1,13000,0,26,16,9,0
0,15000,55,31,23,19,0
1,21000,0,36,18,28,1
0,10000,70,31,23,19,0
1,21500,0,26,17,9,0
0,0,45,32,18,5,0
1,27500,0,31,23,19,0
1,28300,0,36,22,8,0
1,28000,0,34,26,17,0
0,3000,110,34,26,17,0
1,21200,0,29,19,10,0
0,3000,100,34,26,19,0
1,17000,0,24,22,8,0
1,30000,0,36,25,12,0
1,35900,0,34,22,13,0
0,10000,35,22,12,11,0
1,27000,0,34,26,19,0
0,12000,30,37,29,9,0
1,27500,0,45,34,10,0
0,3000,65,38,22,10,0
1,32000,0,36,24,10,0
1,21500,0,26,17,12,0
1,28800,0,35,22,12,0
0,1000,80,21,17,12,0
1,28000,0,34,26,17,0
0,20000,50,34,26,17,0
1,30000,0,34,26,17,0
1,32000,0,36,24,10,0
1,27000,0,62,38,5,1
0,10000,35,25,14,11,1
1,29000,0,34,26,17,0
1,30000,0,34,26,17,0
1,28000,0,34,26,17,0
1,28000,0,34,26,17,0
1,28000,0,33,24,19,0
1,28000,0,30,28,9,0
1,35900,0,46,30,13,0
1,28500,0,33,24,19,0
1,21500,0,26,17,12,0
1,21000,0,43,23,14,0
1,28000,0,34,26,17,0
0,3000,110,34,26,17,0
1,27850,0,51,34,7,0
1,22000,0,46,18,28,1
1,30000,0,47,29,14,0
0,3000,120,34,24,19,0
0,3000,120,34,24,19,0
1,26000,0,34,30,10,0
0,3000,120,34,24,19,0
0,12000,30,38,29,8,0
1,13000,0,36,16,9,0
1,27000,0,34,26,17,0
1,37800,0,48,33,5,0
1,28000,0,53,40,6,0
1,38800,0,52,36,5,0
1,28000,0,40,25,9,0
1,27000,0,35,23,9,0
1,35595,0,46,29,13,0
1,23000,0,25,17,12,0
1,27000,0,33,23,9,1
1,20000,0,40,25,6,0
1,16000,0,22,12,11,0
1,16000,0,23,14,11,1
1,28000,0,30,27,10,0
1,30000,0,42,25,12,0
1,13000,0,36,25,8,0
1,33900,0,44,29,9,0
1,19000,0,25,14,11,0
1,22000,0,48,19,28,0
1,21000,0,44,25,14,0
1,28000,0,23,23,19,0
1,13500,0,16,16,14,0
1,13650,0,16,16,14,0
1,40000,0,52,36,9,0
1,27000,0,35,21,11,0
0,5000,10,20,20,7,0
1,17000,0,36,25,8,0
1,32000,0,36,24,10,0
1,23000,0,25,17,12,0
1,21500,0,26,17,12,0
0,12000,30,38,29,8,1
1,16000,0,12,12,11,0
1,17000,0,22,12,11,0
1,16000,0,22,12,11,0
0,10000,35,25,14,11,0
1,25000,0,28,17,12,0
1,28000,0,53,40,6,0
1,27000,0,62,38,5,0
1,22000,0,46,18,28,1
0,1000,100,30,20,9,0
1,21800,0,44,25,14,0
1,23100,0,36,24,10,0
1,29000,0,47,29,14,0
0,0,40,25,20,4,0
1,26000,0,30,26,16,0
0,5000,100,30,26,16,0
1,39000,0,28,22,9,0
1,15000,0,23,23,6,0
1,25200,0,26,21,5,1
1,5000,0,15,13,3,0
0,1000,65,27,25,5,1
0,2000,70,47,35,5,1
0,0,50,19,18,4,0
0,0,40,18,15,4,0
1,25200,0,26,21,5,0
1,26800,0,30,22,5,0
1,40000,0,39,29,5,0
1,41000,0,39,29,5,0
1,40000,0,39,29,5,0
1,25200,0,26,21,5,1
1,25200,0,40,21,5,0
1,25200,0,26,21,5,1
1,23000,0,60,44,9,0
1,25200,0,26,21,5,0
1,25200,0,26,21,5,1
1,25200,0,26,21,5,1
0,10000,35,35,27,4,0
1,25200,0,26,21,5,1
1,37000,0,40,28,6,0
0,1000,55,19,14,5,0
1,40000,0,59,29,5,0
1,11000,0,50,19,3,0
0,0,35,50,16,2,0
1,37000,0,40,28,6,0
1,38000,0,32,23,6,0
0,0,50,20,18,4,0
1,20000,0,44,29,18,0
1,37000,0,40,28,6,0
0,0,45,20,18,2,0
0,0,65,19,18,5,0
1,18000,0,25,23,4,0
1,29000,0,53,34,9,0
1,40000,0,39,29,5,1
1,18000,0,29,23,4,0
1,15000,0,20,20,6,0
0,1000,75,34,28,2,1
1,15000,0,17,17,6,0
1,25200,0,26,21,5,1
1,4000,0,16,13,2,0
1,6000,0,23,19,2,0
1,25000,0,21,21,5,0
1,13000,0,50,19,4,0
1,4000,0,19,16,2,0
0,0,50,27,27,2,0
1,38000,0,39,29,5,0
0,2000,55,121,19,4,1
1,25000,0,26,21,5,0
0,0,35,19,16,4,0
1,37000,0,40,28,6,0
0,0,35,19,16,4,0
1,11000,0,20,20,4,1
1,16000,0,35,35,4,0
0,3000,100,126,43,4,1
0,5000,200,59,39,9,0
1,40000,0,136,42,4,0
1,7000,0,28,20,2,1
1,40000,0,31,29,5,0
1,8000,0,19,19,4,0
1,40000,0,39,29,5,0
1,40000,0,40,29,5,0
1,41000,0,42,29,5,0
1,49000,0,45,38,9,1
0,0,45,19,18,5,0
1,16000,0,42,36,4,0
0,0,45,19,18,5,0
1,30000,0,43,29,10,0
1,37000,0,40,28,6,1
1,26500,0,40,24,5,1
1,25200,0,26,21,5,1
1,40000,0,39,29,5,0
1,39000,0,32,23,6,1
0,1000,55,23,20,4,1
1,26000,0,40,22,5,0
0,1000,75,28,25,2,1
1,40000,0,39,29,5,0
1,25000,0,26,21,5,1
0,0,40,14,14,5,0
1,25200,0,40,21,5,0
0,9000,40,45,33,3,0
1,29000,0,59,34,9,0
0,0,35,19,16,3,0
0,0,35,63,16,2,0
1,25200,0,26,21,5,1
1,18000,0,22,20,4,1
1,25200,0,26,21,5,1
1,40000,0,46,29,5,0
0,10000,175,59,39,9,0
0,1000,60,19,19,4,0
1,37000,0,32,23,6,0
0,1000,60,25,20,5,0
1,41000,0,46,29,5,0
0,1000,45,33,27,2,0
1,40000,0,40,29,5,0
0,2000,75,40,24,2,1
1,25200,0,26,21,5,1
1,26500,0,26,21,5,1
1,42000,0,39,29,5,1
1,25200,0,30,24,5,0
1,13000,0,107,28,4,1
0,1000,80,21,21,2,1
1,15000,0,18,18,6,0
0,0,50,19,19,2,0
0,2000,70,40,28,2,0
0,1000,45,19,19,2,0
1,11000,0,109,19,3,0
1,37000,0,40,28,6,0
0,1000,80,21,21,2,1
1,39000,0,32,23,6,0
0,1000,65,23,18,5,0
0,0,40,18,15,3,0
1,13000,0,50,23,4,0
1,16000,0,50,19,6,0
1,14000,0,23,23,6,1
1,15000,0,50,19,6,0
0,9000,40,33,33,3,0
1,40000,0,39,29,5,0
1,12500,0,55,45,3,0
0,1000,45,59,16,2,0
1,25200,0,26,21,5,1
1,25200,0,26,21,5,1
1,31000,0,53,34,9,0
0,1000,105,46,36,3,0
1,8000,0,28,18,5,0
1,25000,0,26,21,5,1
1,25200,0,26,21,5,0
0,10000,50,42,36,4,1
1,13000,0,50,19,4,0
1,41000,0,39,29,5,1
1,12000,0,16,16,5,0
0,1000,42,13,13,4,0
1,25200,0,26,21,5,0
1,50000,0,59,39,9,0
0,5000,200,35,29,9,0
1,25200,0,26,21,5,1
1,16000,0,33,33,4,0
1,11000,0,22,22,4,0
1,50000,0,35,29,9,1
1,41000,0,59,29,5,0
1,40000,0,39,29,5,0
1,25000,0,26,21,5,0
0,1000,60,30,27,3,0
1,49000,0,58,38,9,0
1,40000,0,39,29,5,0
1,53000,0,41,29,9,0
1,40000,0,39,29,5,0
0,11000,38,49,39,4,1
1,15000,0,18,18,6,0
0,1000,50,30,30,5,0
1,15000,0,32,32,4,1
1,22000,0,43,40,3,0
1,11000,0,30,22,9,0
1,25200,0,26,21,5,1
0,3000,15,16,13,4,0
1,25000,0,82,39,3,0
0,0,48,20,19,3,0
1,25200,0,26,21,5,1
0,10000,45,47,32,4,1
1,3500,0,11,11,4,0
1,4500,0,14,14,4,1
0,10000,40,87,28,5,0
0,0,35,19,16,3,0
1,14000,0,50,23,3,0
1,41000,0,39,29,5,0
1,40000,0,42,29,5,0
1,25200,0,26,21,5,0
1,29000,0,59,34,9,0
1,14000,0,8,6,3,0
1,25200,0,26,21,5,1
0,3000,50,30,22,9,0
1,26000,0,43,37,5,0
0,1000,85,30,25,3,0
0,0,60,20,18,4,0
1,16000,0,50,19,6,0
1,29000,0,43,34,9,0
1,40000,0,39,29,5,1
1,40000,0,43,29,5,0
1,11000,0,30,22,9,0
1,16000,0,18,18,6,0
1,27800,0,26,21,5,1
1,29000,0,47,34,9,0
1,23000,0,52,49,3,0
1,29000,0,47,34,9,0
1,20000,0,44,29,18,0
1,15000,0,23,23,7,0
1,25000,0,26,21,5,1
1,12000,0,18,18,5,0
1,40000,0,39,29,5,0
1,16000,0,24,19,6,0
1,25200,0,26,21,5,1
0,10000,60,45,45,3,0
0,0,60,23,14,5,0
1,37000,0,40,28,6,0
1,25200,0,26,21,5,0
1,25000,0,26,21,5,1
1,40000,0,39,29,5,0
1,31000,0,35,29,9,0
0,3000,220,41,29,9,0
1,25200,0,21,21,5,0
1,26000,0,27,22,5,0
1,25200,0,21,21,5,1
1,25200,0,26,21,5,1
1,25200,0,38,21,5,1
1,25200,0,26,21,5,0
0,0,45,20,18,4,0
1,25200,0,26,21,5,1
1,41000,0,32,23,6,1
1,25000,0,31,25,5,0
1,25200,0,26,21,5,0
0,0,40,17,17,4,0
1,25200,0,26,21,5,1
0,0,35,55,12,5,0
1,29000,0,55,34,9,0
0,1000,55,23,20,5,0
0,5000,200,41,39,9,0
1,39000,0,59,23,6,0
1,25200,0,32,21,5,0
1,37000,0,59,28,6,0
1,55000,0,41,29,9,1
1,25200,0,26,21,5,1
1,40000,0,59,29,5,0
1,11000,0,22,22,4,1
0,3000,120,53,47,3,0
1,25000,0,31,25,5,0
1,49000,0,40,29,9,1
1,40000,0,39,29,5,0
1,40000,0,40,29,5,0
1,41000,0,40,29,5,0
1,25200,0,26,21,5,1
1,25200,0,21,21,5,0
1,26000,0,27,22,5,1
1,12000,0,20,19,4,0
1,39000,0,32,23,6,1
0,5000,200,59,39,9,1
1,37000,0,38,28,6,1
1,39000,0,35,23,6,1
0,0,40,50,16,3,0
1,49000,0,40,29,9,1
0,0,45,50,18,3,1
1,41000,0,32,23,6,1
1,40000,0,39,29,5,0
0,3000,220,41,29,9,0
0,0,40,50,16,3,0
0,3000,50,30,22,9,0
1,20000,0,52,25,12,0
1,39000,0,32,23,6,0
1,37000,0,32,23,6,0
0,5000,78,17,17,4,0
1,37000,0,40,28,6,0
0,1000,42,13,13,4,0
1,40000,0,49,29,5,0
1,40000,0,39,29,5,0
1,8000,0,50,19,4,0
1,25200,0,21,21,5,0
0,5000,200,50,29,9,0
1,42000,0,39,29,5,0
1,13000,0,50,19,4,1
0,5000,200,41,29,9,0
1,37000,0,32,23,6,0
1,18000,0,50,29,4,1
1,20000,0,45,25,12,0
1,37000,0,42,28,6,0
0,2000,83,45,40,5,1
1,11000,0,30,22,9,0
0,1000,67,18,18,4,0
0,2000,75,21,21,2,0
1,25200,0,26,21,5,1
1,25200,0,26,21,5,1
1,25200,0,21,21,5,1
1,12500,0,55,45,3,0
1,25000,0,26,21,5,1
1,26000,0,25,22,5,0
1,43000,0,33,29,5,0
0,5000,45,36,33,4,0
